country,id,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Equatorial Guinea,226,32000000,30000000,35000000,40000000,44000000,74000000,91000000,111000000,119000000,105000000,133000000,132000000,160000000,162000000,120000000,169000000,276000000,526000000,440000000,738000000,1159000000,1674000000,2070000000,3733000000,5935000000,8191000000,10096000000,13091000000,19828000000,15072000000,16328000000,21354000000,22403000000,21949000000,21771000000,13187000000,11238000000,12197000000,13309000000,11365000000,9908000000,12222000000,13717000000,12339000000,12544000000,12684000000,12894000000,12998000000,13293000000,13821000000,14575000000
Eritrea,232,,,,,,,,,,,,,606000000,374000000,433000000,483000000,579000000,594000000,626000000,614000000,547000000,582000000,564000000,673000000,858000000,850000000,937000000,1020000000,923000000,1297000000,1590000000,2065000000,2255000000,1958000000,2604000000,2016000000,2213000000,1904000000,2006000000,1982000000,,,,,,,,,,,
Estonia,233,,,,,,,,,,,,,,1791000000,2507000000,3909000000,4785000000,5160000000,5678000000,5771000000,5707000000,6265000000,7393000000,9894000000,12161000000,14129000000,17049000000,22478000000,24434000000,19694000000,19569000000,23300000000,23252000000,25451000000,27063000000,23314000000,24554000000,27460000000,31237000000,31877000000,31795000000,37229000000,38406000000,41303000000,42752000000,45004000000,47816000000,50261000000,52643000000,54990000000,57366000000
Eswatini,748,754000000,798000000,714000000,734000000,628000000,497000000,635000000,831000000,986000000,1006000000,1237000000,1285000000,1425000000,1497000000,1621000000,1932000000,1830000000,1957000000,1797000000,1764000000,1739000000,1544000000,1436000000,2198000000,2774000000,3177000000,3293000000,3465000000,3298000000,3596000000,4438000000,4826000000,4887000000,4600000000,4426000000,4061000000,3815000000,4407000000,4667000000,4495000000,3984000000,4851000000,4791000000,4858000000,5199000000,5483000000,5859000000,6215000000,6522000000,6836000000,7051000000
Ethiopia,231,7385000000,7578000000,7973000000,8863000000,8375000000,9808000000,10188000000,10890000000,11285000000,11872000000,12595000000,13928000000,14696000000,9143000000,8135000000,7887000000,8794000000,8621000000,7815000000,7515000000,8167000000,8103000000,7828000000,8604000000,10122000000,12387000000,15310000000,19329000000,26250000000,28672000000,26887000000,30480000000,42221000000,46544000000,54165000000,63081000000,72120000000,76841000000,80207000000,92608000000,96611000000,99261000000,118958000000,159761000000,143123000000,117457000000,138824000000,159261000000,182236000000,206391000000,232823000000
Fiji,242,1303000000,1339000000,1293000000,1217000000,1276000000,1236000000,1398000000,1276000000,1202000000,1281000000,1448000000,1500000000,1659000000,1772000000,1977000000,2134000000,2307000000,2268000000,1795000000,2104000000,1824000000,1798000000,1996000000,2509000000,2954000000,3257000000,3361000000,3688000000,3816000000,3106000000,3402000000,4094000000,4303000000,4539000000,4857000000,4682000000,4930000000,5353000000,5581000000,5444000000,4432000000,4305000000,4970000000,5442000000,5949000000,6257000000,6564000000,6913000000,7284000000,7674000000,8089000000
Finland,246,53714000000,52620000000,53111000000,51056000000,53032000000,56223000000,73652000000,91775000000,109255000000,119106000000,141726000000,128215000000,113139000000,89177000000,103621000000,134210000000,132046000000,127027000000,134164000000,135369000000,126023000000,129521000000,140262000000,171570000000,197369000000,204973000000,217056000000,256390000000,285667000000,253206000000,249633000000,275079000000,257606000000,270272000000,273549000000,233234000000,238712000000,253757000000,273993000000,267044000000,269784000000,294419000000,280474000000,295036000000,298833000000,303945000000,315822000000,326344000000,337007000000,348457000000,361008000000
France,250,695475000000,612552000000,581254000000,555956000000,526671000000,551596000000,766302000000,927257000000,1012843000000,1017702000000,1260874000000,1263244000000,1392563000000,1315795000000,1388477000000,1596250000000,1599248000000,1451058000000,1498974000000,1488392000000,1361560000000,1370386000000,1491373000000,1834637000000,2108835000000,2193358000000,2317985000000,2656130000000,2926483000000,2697144000000,2648391000000,2869903000000,2684706000000,2816119000000,2861973000000,2442731000000,2469726000000,2587955000000,2782838000000,2723094000000,2645806000000,2968405000000,2797049000000,3056880000000,3162023000000,3211292000000,3317916000000,3418285000000,3526684000000,3637929000000,3754780000000
Gabon,266,4559000000,4111000000,3853000000,3689000000,3547000000,3736000000,4889000000,3699000000,4079000000,4458000000,6339000000,5754000000,5955000000,5757000000,4463000000,5281000000,6064000000,5673000000,4774000000,4966000000,5397000000,5023000000,5332000000,6510000000,7767000000,9468000000,10164000000,12457000000,15570000000,12188000000,14384000000,18207000000,17181000000,17596000000,18209000000,14385000000,14020000000,14924000000,16830000000,16875000000,15364000000,19455000000,20485000000,20059000000,20774000000,20391000000,20921000000,21723000000,22609000000,23502000000,24467000000
Gambia,270,606000000,580000000,547000000,550000000,396000000,482000000,376000000,504000000,585000000,614000000,721000000,760000000,820000000,878000000,870000000,909000000,949000000,983000000,1009000000,1036000000,1010000000,1002000000,887000000,843000000,962000000,1028000000,1054000000,1280000000,1562000000,1450000000,1543000000,1410000000,1415000000,1376000000,1229000000,1355000000,1470000000,1498000000,1662000000,1806000000,1809000000,2045000000,2135000000,2345000000,2558000000,2771000000,2938000000,3143000000,3376000000,3627000000,3913000000
Georgia,268,,,,,,,,,,,,,,,850000000,1961000000,3148000000,3608000000,3730000000,2898000000,3144000000,3311000000,3493000000,4103000000,5269000000,6590000000,7979000000,10458000000,13158000000,11069000000,12425000000,15475000000,16894000000,17516000000,17966000000,15223000000,15445000000,16472000000,17905000000,17645000000,16013000000,18849000000,24985000000,30778000000,33775000000,35353000000,36763000000,38664000000,40705000000,42896000000,45246000000
Germany,276,856833000000,720895000000,696088000000,694447000000,654289000000,663459000000,947583000000,1179165000000,1271263000000,1262000000000,1604497000000,1882489000000,2146140000000,2080092000000,2220165000000,2595269000000,2507448000000,2221504000000,2250847000000,2216072000000,1967850000000,1966395000000,2100865000000,2534081000000,2851023000000,2894992000000,3046470000000,3484467000000,3808369000000,3476022000000,3470987000000,3824155000000,3600175000000,3808142000000,3966823000000,3423915000000,3536808000000,3761764000000,4053846000000,3957645000000,3936989000000,4351188000000,4166872000000,4527009000000,4658526000000,4744804000000,4911746000000,5083216000000,5251928000000,5416003000000,5575689000000
Ghana,288,38684000000,61487000000,70954000000,49337000000,17998000000,15970000000,15086000000,12692000000,13566000000,13723000000,15882000000,17795000000,17666000000,14532000000,13433000000,15692000000,16629000000,17024000000,18528000000,19165000000,12349000000,13113000000,15229000000,18790000000,21754000000,26415000000,30963000000,36544000000,41323000000,37127000000,45447000000,53625000000,55800000000,62846000000,54678000000,49437000000,56144000000,60385000000,67259000000,68353000000,70008000000,79514000000,73919000000,80547000000,82825000000,88332000000,92300000000,96762000000,101673000000,110710000000,118609000000
Greece,300,56217000000,51873000000,54114000000,48913000000,47657000000,47269000000,55636000000,64769000000,75384000000,78148000000,96601000000,104164000000,114846000000,107505000000,115055000000,135036000000,142513000000,138930000000,139821000000,143693000000,127438000000,132051000000,150148000000,196881000000,234873000000,242450000000,269088000000,314264000000,351083000000,326474000000,296660000000,283178000000,238992000000,236560000000,233972000000,194587000000,193044000000,200310000000,213396000000,207329000000,191210000000,218449000000,219053000000,243569000000,257067000000,267348000000,279637000000,288684000000,298640000000,308815000000,319516000000
Grenada,308,111000000,116000000,125000000,132000000,146000000,168000000,188000000,215000000,236000000,267000000,278000000,301000000,310000000,310000000,325000000,342000000,367000000,392000000,446000000,482000000,520000000,520000000,540000000,591000000,599000000,695000000,699000000,759000000,826000000,771000000,771000000,779000000,800000000,843000000,911000000,997000000,1062000000,1126000000,1167000000,1213000000,1043000000,1123000000,1231000000,1325000000,1392000000,1464000000,1543000000,1616000000,1693000000,1773000000,1858000000
Guatemala,320,7718000000,8431000000,8539000000,8864000000,9276000000,10951000000,5921000000,6857000000,7426000000,8561000000,7535000000,9174000000,10138000000,11045000000,12482000000,14050000000,14992000000,16982000000,18461000000,17422000000,18124000000,19735000000,21924000000,23092000000,24977000000,28179000000,31308000000,35028000000,40242000000,37997000000,41493000000,47419000000,49902000000,52989000000,57835000000,62180000000,66034000000,71624000000,73331000000,77156000000,77718000000,86467000000,95631000000,104436000000,112575000000,121177000000,131178000000,141574000000,152695000000,164834000000,177938000000
Guinea,324,2400000000,2381000000,2335000000,2284000000,2327000000,2473000000,2675000000,2840000000,3317000000,3384000000,3710000000,4195000000,4570000000,4562000000,4707000000,5139000000,5316000000,5212000000,5003000000,4798000000,4039000000,3806000000,4022000000,4759000000,5012000000,4506000000,4178000000,6317000000,6966000000,6753000000,6858000000,6775000000,7387000000,8376000000,8777000000,8790000000,8604000000,10325000000,11857000000,13443000000,14089000000,16320000000,19589000000,22750000000,25758000000,30094000000,35239000000,41120000000,47404000000,55374000000,63028000000
Guinea-Bissau,624,289000000,370000000,421000000,475000000,330000000,485000000,474000000,401000000,374000000,449000000,548000000,772000000,846000000,653000000,361000000,778000000,741000000,704000000,592000000,580000000,392000000,413000000,466000000,553000000,582000000,640000000,635000000,753000000,953000000,889000000,941000000,1157000000,1050000000,1110000000,1136000000,1153000000,1245000000,1469000000,1555000000,1487000000,1523000000,1722000000,1721000000,2005000000,2184000000,2274000000,2452000000,2645000000,2840000000,3051000000,3277000000
Guyana,328,842000000,808000000,692000000,703000000,654000000,697000000,789000000,728000000,828000000,832000000,685000000,744000000,823000000,1003000000,1176000000,1332000000,1495000000,1587000000,1500000000,1488000000,1497000000,1504000000,1555000000,1592000000,1657000000,1712000000,1899000000,2225000000,2491000000,2596000000,2889000000,3328000000,4063000000,4168000000,4128000000,4280000000,4483000000,4748000000,4788000000,5174000000,5471000000,8041000000,14718000000,16919000000,24659000000,25822000000,28167000000,32204000000,35691000000,39543000000,41182000000
Haiti,332,2664000000,2932000000,3050000000,3273000000,3627000000,4028000000,4475000000,2205000000,1450000000,1340000000,1706000000,1530000000,918000000,1107000000,3054000000,4846000000,5000000000,5748000000,6408000000,7148000000,6810000000,6285000000,6064000000,4866000000,6037000000,7186000000,7507000000,9522000000,10488000000,11598000000,11852000000,13009000000,13709000000,14904000000,15137000000,14831000000,13996000000,15036000000,16454000000,14787000000,14508000000,21017000000,19826000000,19603000000,26229000000,33548000000,37476000000,38551000000,39667000000,39849000000,40835000000
Honduras,340,3968000000,4044000000,4267000000,4477000000,4915000000,5278000000,5678000000,6191000000,6877000000,7877000000,4923000000,4649000000,4944000000,4961000000,4642000000,5415000000,5217000000,5736000000,6366000000,6417000000,7104000000,7568000000,7775000000,8139000000,8769000000,9672000000,10843000000,12276000000,13789000000,14486000000,15730000000,17590000000,18399000000,18370000000,19617000000,20834000000,21564000000,22982000000,23907000000,24711000000,23190000000,27950000000,31233000000,34229000000,36965000000,38172000000,39735000000,42021000000,44471000000,47049000000,49794000000
"Hong Kong SAR, China",344,28862000000,31055000000,32291000000,29907000000,33511000000,35700000000,41076000000,50623000000,59708000000,68790000000,76929000000,88960000000,104272000000,120354000000,135812000000,144652000000,159718000000,177349000000,168858000000,165734000000,171643000000,169381000000,166336000000,161370000000,169085000000,181556000000,193515000000,211583000000,219279000000,214048000000,228639000000,248514000000,262629000000,275697000000,291460000000,309386000000,320860000000,341271000000,361731000000,363075000000,344941000000,368954000000,358680000000,381066000000,407107000000,423999000000,438377000000,461227000000,483888000000,506970000000,531531000000
Hungary,348,23117000000,23706000000,24142000000,21910000000,21243000000,21511000000,24778000000,27233000000,29800000000,30423000000,34478000000,34867000000,38857000000,40256000000,43308000000,46578000000,46834000000,47399000000,48784000000,49160000000,47276000000,53800000000,67636000000,85190000000,104015000000,113098000000,115604000000,140123000000,158228000000,130807000000,131899000000,141713000000,128470000000,135646000000,141129000000,125244000000,128984000000,143335000000,161185000000,164927000000,158468000000,183283000000,178321000000,214098000000,223060000000,237070000000,253087000000,267594000000,282989000000,299580000000,317342000000
Iceland,352,3434000000,3543000000,3251000000,2793000000,2892000000,3009000000,4014000000,5561000000,6145000000,5700000000,6504000000,6949000000,7105000000,6225000000,6393000000,7124000000,7426000000,7570000000,8504000000,8982000000,9026000000,8235000000,9318000000,11429000000,13825000000,16853000000,17465000000,21653000000,18075000000,13154000000,13751000000,15222000000,14752000000,16125000000,17868000000,17517000000,20793000000,24728000000,26261000000,24681000000,21630000000,25770000000,28696000000,31452000000,33463000000,35309000000,38312000000,41395000000,44893000000,48632000000,52753000000
India,356,186170000000,193153000000,200035000000,218218000000,211843000000,233520000000,248398000000,278864000000,294479000000,296043000000,320979000000,270105000000,288210000000,279295000000,327275000000,360281000000,392902000000,415895000000,421378000000,458821000000,468396000000,485440000000,514938000000,607701000000,709152000000,820385000000,940260000000,1216736000000,1198895000000,1341889000000,1675615000000,1823052000000,1827637000000,1856721000000,2039127000000,2103588000000,2294797000000,2651474000000,2702930000000,2835606000000,2674852000000,3167271000000,3346107000000,3638490000000,3909097000000,4187017000000,4601225000000,5069470000000,5584476000000,6148426000000,6769816000000
Indonesia,360,99296000000,110848000000,113799000000,103149000000,107218000000,107062000000,101220000000,95214000000,107279000000,122582000000,138258000000,154558000000,168280000000,190913000000,213727000000,244227000000,274722000000,260680000000,115323000000,169158000000,179482000000,174507000000,212807000000,255346000000,279344000000,310920000000,396518000000,470092000000,558291000000,578577000000,755094000000,892969000000,917870000000,912524000000,890815000000,860854000000,931877000000,1015619000000,1042272000000,1119100000000,1059055000000,1186510000000,1319101000000,1371169000000,1396300000000,1429743000000,1535057000000,1649352000000,1779011000000,1916671000000,2065514000000
"Iran, Islamic Rep.",364,95846000000,101481000000,125800000000,156927000000,161721000000,180541000000,208928000000,277019000000,311932000000,379427000000,581008000000,304065000000,50472000000,64449000000,79818000000,114941000000,158032000000,184138000000,205000000000,275092000000,366917000000,330978000000,132682000000,158416000000,188961000000,228428000000,272361000000,360928000000,425699000000,440408000000,517899000000,625430000000,421882000000,428321000000,460809000000,408288000000,458042000000,486829000000,332846000000,241658000000,195528000000,289294000000,376254000000,372820000000,401357000000,341013000000,361149000000,400521000000,436860000000,463289000000,490915000000
Iraq,368,,,,,,,,,,,,,,,,,,,,,25984000000,21113000000,21063000000,15800000000,36642000000,50065000000,65144000000,88833000000,131614000000,111660000000,138517000000,185750000000,218032000000,234638000000,234651000000,177634000000,168429000000,190048000000,230189000000,236682000000,182576000000,210753000000,288059000000,270799000000,277478000000,258020000000,260803000000,278128000000,294469000000,312578000000,331460000000
Ireland,372,21425000000,20423000000,21313000000,20618000000,19883000000,21168000000,28516000000,33660000000,36875000000,38030000000,48199000000,48840000000,54911000000,51364000000,55843000000,69260000000,75928000000,82957000000,90305000000,98993000000,100253000000,109347000000,128505000000,164630000000,194283000000,211993000000,232193000000,270112000000,275417000000,236187000000,222167000000,241295000000,227415000000,243305000000,266857000000,302422000000,305649000000,348411000000,395641000000,407170000000,436205000000,531660000000,549003000000,551554000000,577216000000,598840000000,623492000000,647247000000,675102000000,703501000000,734181000000
Israel,376,25071000000,26565000000,28470000000,31752000000,30059000000,27938000000,34394000000,41080000000,50888000000,51777000000,61097000000,69307000000,77446000000,77837000000,88852000000,105553000000,115181000000,119516000000,120586000000,121425000000,136516000000,134990000000,125339000000,131544000000,140162000000,147442000000,159076000000,184706000000,221231000000,213401000000,239679000000,268095000000,263591000000,298479000000,315019000000,303469000000,321941000000,358453000000,376301000000,400648000000,410771000000,489854000000,525183000000,512185000000,540381000000,583361000000,610712000000,638253000000,667600000000,698299000000,730427000000
Italy,380,479967000000,435267000000,430169000000,446399000000,441048000000,455457000000,645071000000,809632000000,897006000000,932931000000,1164328000000,1229898000000,1305099000000,1049470000000,1082455000000,1177984000000,1315136000000,1246340000000,1274381000000,1256251000000,1150169000000,1172049000000,1280841000000,1582534000000,1811987000000,1866013000000,1958667000000,2222785000000,2417242000000,2207085000000,2146687000000,2306568000000,2099259000000,2153259000000,2173815000000,1845615000000,1886590000000,1970027000000,2100387000000,2019831000000,1905956000000,2180656000000,2105722000000,2305271000000,2372059000000,2422855000000,2504607000000,2566489000000,2634076000000,2705116000000,2779440000000
Jamaica,388,2565000000,2817000000,3235000000,2875000000,2119000000,1993000000,2369000000,2672000000,3184000000,3692000000,4663000000,4285000000,4328000000,5440000000,5453000000,6549000000,7394000000,8400000000,8787000000,8887000000,9065000000,9195000000,9719000000,9430000000,10175000000,11233000000,11946000000,12881000000,13743000000,12107000000,13193000000,14413000000,14765000000,14213000000,13865000000,14154000000,14108000000,14755000000,15648000000,15808000000,13885000000,14674000000,17003000000,19315000000,20069000000,21411000000,22214000000,22979000000,23771000000,24592000000,25435000000
Japan,392,1129378000000,1245221000000,1158731000000,1270860000000,1345825000000,1427020000000,2120084000000,2580749000000,3125725000000,3109455000000,3185904000000,3648066000000,3980703000000,4536941000000,4998798000000,5545566000000,4923393000000,4492449000000,4098363000000,4635982000000,4968360000000,4374710000000,4182845000000,4519564000000,4893135000000,4831467000000,4601663000000,4579750000000,5106679000000,5289494000000,5759072000000,6233148000000,6272362000000,5212328000000,4896995000000,4444931000000,5003678000000,4930837000000,5040881000000,5117995000000,5054069000000,5039148000000,4262146000000,4213167000000,4026211000000,4186431000000,4373091000000,4520523000000,4708707000000,4828281000000,4994892000000
Jordan,400,3932000000,4416000000,4713000000,4953000000,5003000000,5033000000,6445000000,6794000000,6364000000,4279000000,4187000000,4373000000,5403000000,5615000000,6321000000,6759000000,7054000000,7389000000,8163000000,8414000000,8725000000,9268000000,9972000000,10575000000,11771000000,13134000000,15795000000,17957000000,22648000000,24538000000,27134000000,29524000000,31679000000,34503000000,36900000000,38642000000,39949000000,41667000000,43432000000,44566000000,43762000000,46362000000,48722000000,51161000000,53428000000,56102000000,59230000000,62532000000,66018000000,69698000000,73584000000
Kazakhstan,398,,,,,,,,,,,,,2875000000,5152000000,11881000000,16639000000,21035000000,22166000000,22135000000,16871000000,18292000000,22153000000,24637000000,30834000000,43152000000,57125000000,81003000000,104850000000,133442000000,115309000000,148047000000,192626000000,207999000000,236635000000,221416000000,184388000000,137278000000,166806000000,179340000000,181667000000,171082000000,197112000000,225496000000,261840000000,284810000000,300538000000,325095000000,351156000000,374090000000,398524000000,425854000000
Kenya,404,13449000000,12667000000,12196000000,11279000000,11703000000,11646000000,13832000000,15163000000,15721000000,15586000000,16219000000,15315000000,15084000000,10479000000,12546000000,15905000000,18064000000,18300000000,20630000000,18594000000,18206000000,18697000000,19030000000,21391000000,22790000000,26307000000,29668000000,36708000000,41058000000,42347000000,45406000000,46555000000,56407000000,61703000000,68395000000,70370000000,74816000000,81965000000,92211000000,100328000000,100912000000,109875000000,114733000000,108747000000,120899000000,131673000000,127968000000,131798000000,140341000000,150725000000,161759000000
Kiribati,296,33000000,35000000,33000000,31000000,34000000,26000000,26000000,30000000,38000000,38000000,37000000,41000000,62000000,59000000,67000000,69000000,81000000,80000000,75000000,77000000,75000000,65000000,75000000,97000000,104000000,114000000,112000000,138000000,150000000,142000000,166000000,196000000,207000000,202000000,201000000,192000000,207000000,223000000,234000000,217000000,222000000,285000000,271000000,289000000,308000000,312000000,327000000,339000000,351000000,365000000,379000000
"Korea, Rep.",410,66517000000,74287000000,79912000000,89621000000,99750000000,103764000000,119966000000,152241000000,205479000000,254236000000,292064000000,340863000000,366912000000,405772000000,478988000000,586301000000,631194000000,590070000000,396803000000,515427000000,597802000000,567655000000,649747000000,728497000000,822583000000,971540000000,1094545000000,1220756000000,1093487000000,982854000000,1192722000000,1307239000000,1335344000000,1434670000000,1556252000000,1539212000000,1578816000000,1710197000000,1824251000000,1751046000000,1744456000000,1942314000000,1799363000000,1839058000000,1869714000000,1790322000000,1851816000000,1925580000000,1999258000000,2072744000000,2149510000000
Kosovo,383,,,,,,,,,,,,,,,,,,,,,2217000000,2509000000,2730000000,3390000000,3710000000,3828000000,4019000000,4868000000,5202000000,5030000000,5348000000,6340000000,6167000000,6735000000,7076000000,6296000000,6681000000,7178000000,7882000000,7900000000,7728000000,9418000000,9375000000,10470000000,11151000000,11274000000,11941000000,12658000000,13407000000,14202000000,15069000000
Kuwait,414,,25249000000,21583000000,20871000000,21700000000,21445000000,17904000000,22368000000,20690000000,24313000000,18239000000,10791000000,19871000000,23955000000,24859000000,27186000000,31491000000,30350000000,25941000000,30126000000,37714000000,34906000000,38129000000,47869000000,59439000000,80799000000,101548000000,114608000000,147391000000,105992000000,115401000000,154020000000,174066000000,174179000000,162695000000,114606000000,109399000000,120688000000,138655000000,140855000000,111048000000,148455000000,183977000000,163716000000,158568000000,153101000000,155958000000,162341000000,169169000000,176134000000,183090000000
Kyrgyz Republic,417,,,,,,,,,,,,,917000000,665000000,1108000000,1493000000,1822000000,1767000000,1630000000,1242000000,1368000000,1525000000,1606000000,1920000000,2214000000,2459000000,2837000000,3807000000,5139000000,4690000000,4794000000,6198000000,6604000000,7335000000,7467000000,6678000000,6813000000,7703000000,8271000000,9372000000,8283000000,9256000000,12269000000,15187000000,17491000000,19849000000,21222000000,22807000000,24427000000,26202000000,28068000000
Lao PDR,418,1913000000,1118000000,1119000000,2047000000,2930000000,3685000000,2577000000,1815000000,1182000000,1460000000,1742000000,2053000000,2354000000,2652000000,3081000000,3579000000,3726000000,3515000000,1334000000,1415000000,1720000000,1757000000,1844000000,2260000000,2651000000,3079000000,3934000000,4757000000,5946000000,6431000000,7506000000,8964000000,10194000000,11972000000,13266000000,14418000000,15904000000,17055000000,18131000000,18770000000,18511000000,18533000000,15121000000,14978000000,15879000000,16322000000,16753000000,17348000000,17933000000,18556000000,19179000000
Latvia,428,,,,,,,,,,,,,1641000000,2643000000,4391000000,5242000000,5799000000,6351000000,6977000000,7325000000,7765000000,8192000000,9256000000,11249000000,13831000000,16332000000,20453000000,29463000000,34296000000,25758000000,23509000000,26832000000,27136000000,29157000000,30285000000,26347000000,27110000000,29381000000,33263000000,33103000000,33353000000,38209000000,38045000000,42584000000,43508000000,45535000000,48353000000,50889000000,53446000000,56178000000,59013000000
Lebanon,422,4020000000,3843000000,2621000000,3611000000,4269000000,3566000000,2780000000,3254000000,3269000000,2682000000,2801000000,4392000000,5472000000,7435000000,8988000000,10971000000,12824000000,15535000000,17059000000,17174000000,17018000000,17361000000,18837000000,19486000000,21160000000,21497000000,22023000000,24827000000,29119000000,35400000000,38444000000,39927000000,44017000000,46880000000,48095000000,49929000000,51150000000,53030000000,54900000000,50928000000,24976000000,19782000000,24748000000,23607000000,28280000000,,,,,,
Lesotho,426,428000000,435000000,362000000,401000000,360000000,288000000,331000000,434000000,496000000,519000000,635000000,743000000,863000000,865000000,915000000,1032000000,977000000,1027000000,949000000,937000000,922000000,774000000,856000000,1256000000,1598000000,1730000000,1720000000,1759000000,1652000000,1937000000,2356000000,2571000000,2465000000,2345000000,2477000000,2202000000,2206000000,2424000000,2472000000,2323000000,2092000000,2445000000,2275000000,2213000000,2309000000,2404000000,2501000000,2566000000,2667000000,2761000000,2948000000
Liberia,430,,,,,,,,,,,,,,,,,,,,,863000000,904000000,943000000,714000000,897000000,944000000,1109000000,1344000000,1676000000,1765000000,1966000000,2340000000,2675000000,3044000000,3090000000,3092000000,3256000000,3321000000,3264000000,3080000000,3037000000,3509000000,3974000000,4390000000,4818000000,5166000000,5490000000,5864000000,6268000000,6684000000,7108000000
Libya,434,40190000000,34720000000,34616000000,32988000000,30890000000,30384000000,24756000000,23009000000,25870000000,27446000000,31627000000,34995000000,35459000000,31912000000,29719000000,33739000000,36827000000,37702000000,30921000000,37129000000,39498000000,35206000000,21128000000,27026000000,34054000000,48852000000,60094000000,68211000000,86804000000,60767000000,75381000000,48170000000,92542000000,75355000000,57384000000,48718000000,49913000000,67153000000,76682000000,69237000000,46893000000,35216000000,43281000000,43958000000,42159000000,47484000000,48722000000,50180000000,51961000000,54194000000,56688000000
Lithuania,440,,,,,,,,,,,,,,,,6742000000,8440000000,10159000000,11284000000,11017000000,11541000000,12260000000,14283000000,18801000000,22710000000,26118000000,30138000000,39765000000,48004000000,37591000000,36693000000,43201000000,42736000000,46321000000,48388000000,41548000000,42952000000,47745000000,54294000000,55132000000,57352000000,67068000000,71082000000,79824000000,84847000000,89192000000,94182000000,98885000000,103789000000,108927000000,114355000000
Luxembourg,442,6434000000,5549000000,4557000000,4473000000,4385000000,4544000000,6611000000,8211000000,9301000000,9903000000,12628000000,13683000000,15328000000,15714000000,17487000000,20571000000,20464000000,18428000000,19263000000,21088000000,21240000000,21388000000,23633000000,29660000000,35049000000,37693000000,42912000000,51594000000,58838000000,54408000000,56260000000,61685000000,59814000000,65204000000,68823000000,60078000000,62200000000,65689000000,71118000000,69880000000,73612000000,86444000000,80865000000,87599000000,93169000000,96613000000,100440000000,104767000000,109193000000,113820000000,118641000000
"Macao SAR, China",446,,,,,,,,,,,,,,,,,,,,,,6860000000,7372000000,8247000000,10643000000,12160000000,14874000000,18440000000,21027000000,21588000000,28242000000,36844000000,43190000000,51536000000,54903000000,45048000000,45071000000,50384000000,55191000000,55082000000,25344000000,30969000000,24998000000,45802000000,50182000000,53354000000,56312000000,59692000000,63219000000,66759000000,70331000000
Madagascar,450,5202000000,4759000000,4785000000,4686000000,3906000000,3803000000,4348000000,3213000000,3189000000,3176000000,3931000000,3255000000,3715000000,4063000000,3522000000,3838000000,4932000000,4263000000,4402000000,4278000000,4629000000,5438000000,5352000000,6372000000,5065000000,5859000000,6396000000,8525000000,10725000000,9617000000,9983000000,11552000000,11579000000,12424000000,12523000000,11323000000,11849000000,13176000000,13760000000,14105000000,13051000000,14355000000,15326000000,15870000000,17420000000,18708000000,20099000000,21797000000,24048000000,26553000000,29336000000
Malawi,454,3022000000,3022000000,2881000000,2986000000,2949000000,2762000000,2883000000,2834000000,3258000000,3715000000,4222000000,5380000000,4394000000,5056000000,2930000000,3412000000,5569000000,6504000000,4275000000,4336000000,4257000000,4178000000,4922000000,4521000000,4895000000,5148000000,5630000000,6240000000,7492000000,8723000000,9796000000,11241000000,8421000000,7648000000,8526000000,9014000000,7733000000,8943000000,9882000000,11031000000,11847000000,12475000000,12531000000,13439000000,11797000000,13959000000,14632000000,15441000000,16334000000,17290000000,17835000000
Malaysia,458,26757000000,27321000000,29278000000,32745000000,37087000000,34090000000,30303000000,34529000000,37845000000,41678000000,47245000000,53519000000,64427000000,72857000000,81156000000,96606000000,109846000000,109116000000,78639000000,86203000000,102149000000,101054000000,109833000000,120025000000,135869000000,150345000000,170410000000,202732000000,241946000000,211847000000,258640000000,302184000000,318909000000,327869000000,342868000000,301355000000,301256000000,319109000000,358783000000,365178000000,337456000000,373785000000,407605000000,399705000000,419617000000,444984000000,475129000000,503927000000,534617000000,565411000000,599678000000
Maldives,462,63000000,73000000,87000000,94000000,113000000,134000000,158000000,149000000,178000000,201000000,231000000,262000000,306000000,346000000,382000000,466000000,527000000,652000000,693000000,756000000,801000000,767000000,828000000,1052000000,1227000000,1163000000,1575000000,1868000000,2272000000,2345000000,2588000000,2629000000,2885000000,3286000000,3690000000,4118000000,4398000000,4809000000,5398000000,5716000000,3706000000,5242000000,6168000000,6581000000,7019000000,7480000000,8119000000,8620000000,9144000000,9698000000,10289000000
Mali,466,2031000000,1660000000,1468000000,1418000000,1416000000,1426000000,1981000000,2308000000,2316000000,2827000000,3223000000,3284000000,3372000000,3362000000,2575000000,3337000000,3416000000,3208000000,3328000000,3444000000,2963000000,3468000000,3905000000,4713000000,5452000000,6251000000,6906000000,8157000000,9871000000,10249000000,10698000000,12993000000,12450000000,13243000000,14369000000,13106000000,14022000000,15360000000,17079000000,17281000000,17491000000,19320000000,19319000000,21184000000,22724000000,23208000000,24821000000,26587000000,28486000000,30541000000,32752000000
